Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4
"Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang ""pake hape kamu aja kan kameranya paling cantik"" bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu";kamera positif;Kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? Kemaren waktu foto pilihan ada samsung S20 ultimate sama iphone 11 pro max, dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone. Padahal yang samsung kameranya bagus juga. Sedih aku tu;kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu? kemaren waktu foto pilihan ada samsung s20 ultimate sama iphone 11 pro max, dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone. padahal yang samsung kameranya bagus juga. sedih aku tu;kenapa ya walaupun hampir 20juta kalo cuma android ga dihargai gitu kemaren waktu foto pilihan ada samsung s20 ultimate sama iphone 11 pro max dibilang pake hape kamu aja kan kameranya paling cantik bilangin yang iphone padahal yang samsung kameranya bagus juga sedih aku tu;kenapa ya walaupun hampir 20juta kalau cuma android tidak dihargai begitu kemaren waktu foto pilihan ada samsung s20 ultimate sama iphone 11 pro max dibilang menggunakan iphone kamu aja kan kameranya paling cantik membicarakan yang iphone padahal yang samsung kameranya bagus juga sedih aku itu
dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;general negatif;dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku iphone 11 ganti jd samsung s20 nder, brrti iphone bosenin wkwk;dosenku iphone 11 ganti jd samsung s20 nder brrti iphone bosenin wkwk;dosenku iphone 11 ganti jadi samsung s20 nder berarti iphone membosankan wkwk
try pakai iphone 11 dulu bro, serius best camera dia huhu;kamera positif;try pakai iphone 11 dulu bro, serius best camera dia huhu;try pakai iphone 11 dulu bro, serius best camera dia huhu;try pakai iphone 11 dulu bro serius best camera dia huhu;coba pakai iphone 11 dulu bro serius baik kamera dia huhu
Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;baterai negatif;Knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;knp iphone 11 aku tiba2 blank dekat sejam, smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot..adakah ini normal??;knp iphone 11 aku tiba2 blank dekat sejam smpai aku terpaksa letak dlm beras sbb dia blank dan phone jd panas lepas sejam letak dlm beras phone nyala lepastu battery habis padahal sblm padam tu battery full kot adakah ini normal ;kenapa iphone 11 aku tiba2 mati dekat sejam sampai aku terpaksa letak dalam beras karena dia mati dan iphone jadi panas setelah sejam letak dalam beras iphone nyala setelah baterai habis padahal sebelum mati itu baterai full kok adakah ini normal 
Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;general positif;Iyaaa kan. Cakep banget iPhone 11 Pro & 11 Pro Max Ã°Å¸Â¤Â©;iyaaa kan. cakep banget iphone 11 pro & 11 pro max ã°å¸â¤â©;iyaaa kan cakep banget iphone 11 pro 11 pro max ;iya kan bagus sekali iphone 11 pro 11 pro max 
"Heran iphone11 memory cepet banget abis.. 

Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal.. 

Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..";spesifikasi negatif,kamera positif;Heran iphone11 memory cepet banget abis..   Kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal..   Tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..;heran iphone11 memory cepet banget abis..   kebetulan lagi hobby bikin video masak.. kadang ditengah masak memori abis.. bingung dan panik makanan bisa gagal..   tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget.. terlalu canggih buat saya..;heran iphone11 memory cepet banget abis kebetulan lagi hobby bikin video masak kadang ditengah masak memori abis bingung dan panik makanan bisa gagal tapi setelah liat kualitas videonya bener2 unnecessary bagus dan alus banget terlalu canggih buat saya ;heran iphone11 memori cepat sekali abis kebetulan lagi suka membuat video masak kadang ditengah masak memori abis bingung dan panik makanan bisa gagal tapi setelah liat kualitas videonya bener2 tidak penting bagus dan alus sekali terlalu canggih buat saya 
android baterai nya tahan lama, iphone boros kcuali iphone 11;baterai positif;android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai nya tahan lama, iphone boros kcuali iphone 11;android baterai nya tahan lama iphone boros kcuali iphone 11;android baterai nya tahan lama iphone boros kecuali iphone 11
"@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka?
Tolong dibantu ya, tks Ã°Å";baterai negatif;@iphonefess halo sore ka, mau nanya nih. iPhone 11 Pro Max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. Seharian cuma masuk sekitar 40%. Lambang charging nyala, n semua normal ngga panas. Kira2 apanya ka? Tolong dibantu ya, tks Ã°Å;@iphonefess halo sore ka, mau nanya nih. iphone 11 pro max ku kemarin kehabisan baterai, terus aku charger eh jadi lama banget. seharian cuma masuk sekitar 40%. lambang charging nyala, n semua normal ngga panas. kira2 apanya ka? tolong dibantu ya, tks ã°å; iphonefess halo sore ka mau nanya nih iphone 11 pro max ku kemarin kehabisan baterai terus aku charger eh jadi lama banget seharian cuma masuk sekitar 40 lambang charging nyala n semua normal ngga panas kira2 apanya ka tolong dibantu ya tks ; iphonefess halo sore ka mau tanya nih iphone 11 pro max ku kemarin kehabisan baterai terus aku charger eh jadi lama sekali seharian cuma masuk sekitar 40 lambang charger nyala n semua normal ngga panas kira2 apanya ka tolong dibantu ya terimakasih 
iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ   https://twitter.com/GamesMenfess/status/1274142447451295745ÃÂ Ã¢â¬Â¦;spesifikasi positif,general positif,baterai positif,general negatif;iPhone 11. Chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah Ã°Å¸Ëâ     Ã¢â¬Â¦;iphone 11. chipsetnya kenceng, layar besar dan batterynya kuat karena resolusi displaynya rendah ã°å¸ëâ     ã¢â¬â¦;iphone 11 chipsetnya kenceng layar besar dan batterynya kuat karena resolusi displaynya rendah ;iphone 11 chipset kenceng layar besar dan baterai kuat karena resolusi layar rendah 
"Iphone x max bagus kameranya iphone 11 jg bagus hehehe ...
Gua selfie pake hp itu cakep.

Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£";kamera positif;Iphone x max bagus kameranya iphone 11 jg bagus hehehe ... Gua selfie pake hp itu cakep.  Tp gua selfie pake hp gua ini jele Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£;iphone x max bagus kameranya iphone 11 jg bagus hehehe ... gua selfie pake hp itu cakep.  tp gua selfie pake hp gua ini jele ã°å¸â¤â£ã°å¸â¤â£ã°å¸â¤â£;iphone x max bagus kameranya iphone 11 jg bagus hehehe gua selfie pake hp itu cakep tp gua selfie pake hp gua ini jele ;iphone x max bagus kameranya iphone 11 juga bagus hehehe aku foto menggunakan iphone itu bagus tapi aku foto menggunakan iphone aku ini jele 
iphone 11 promax kamera bgus hp bgus;kamera positif;iphone 11 promax kamera bgus hp bgus;iphone 11 promax kamera bgus hp bgus;iphone 11 promax kamera bgus hp bgus;iphone 11 promax kamera bagus iphone bagus
Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;kamera positif,spesifikasi positif;Go for iPhone 11 and above. Samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iPhone. Walaupun S20 flagship but application optimization for hardware tak seoptimum iPhone. Story ig akan tetap ada micro lag.;go for iphone 11 and above. samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android, anak emaskan iphone. walaupun s20 flagship but application optimization for hardware tak seoptimum iphone. story ig akan tetap ada micro lag.;go for iphone 11 and above samsung ni android paham2 la ahahhahah developer app selalu anak tirikan android anak emaskan iphone walaupun s20 flagship but application optimization for hardware tak seoptimum iphone story ig akan tetap ada micro lag ;go untuk iphone 11 dan above samsung ini android paham2 la ahahhahah developer aplikasi selalu anak tirikan android anak emaskan iphone walaupun s20 flagship but application optimization untuk hardware tidak seoptimum iphone story ig akan tetap ada micro lag 
pake iphone 11 kakak biar videonya makin cetar;kamera positif;pake iphone 11 kakak biar videonya makin cetar;pake iphone 11 kakak biar videonya makin cetar;pake iphone 11 kakak biar videonya makin cetar;menggunakan iphone 11 kakak biar videonya makin cetar
belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;baterai negatif;belilah fast charging for Iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah fast charging for iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah fast charging for iphone 11 sbb 5 watt charger yang dibekalkan amatlah slow;belilah cepat charger untuk iphone 11 karena 5 watt charger yang dimasukan sekali lambat
Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kamera positif;Kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. Kualitas kamera jg bagus. Tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kl aku pake seperlunya, buat medsos, foto, urusin online shop masih aman sih. kualitas kamera jg bagus. tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11, kl ip x aja skrg 7 jt udh dapet.;kl aku pake seperlunya buat medsos foto urusin online shop masih aman sih kualitas kamera jg bagus tp kl cari yg nilainya masih tinggi tahun2 ke depannya yaa iphone 11 kl ip x aja skrg 7 jt udh dapet ;kalau aku menggunakan seperlunya buat media sosial foto urusin online shop masih aman sih kualitas kamera juga bagus tapi kalau cari yang nilainya masih tinggi tahun2 ke depannya yaa iphone 11 kalau iphone x aja sekarang 7 jt udah dapet 
yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;general positif;yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda iphone 11 warna biru. eh apase warna sebenere. pokok biru jareku;yaallah tergoda iphone 11 warna biru eh apase warna sebenere pokok biru jareku;yaallah tergoda iphone 11 warna biru eh apa warna sebenere pokok biru suka
Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ;kamera positif;Haih cantiknya camera depan iphone 11 Ã°Å¸ËÅ;haih cantiknya camera depan iphone 11 ã°å¸ëå;haih cantiknya camera depan iphone 11 ;haih bagus kamera depan iphone 11 
"Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar.
2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.

Riyalife tamat.";general negatif;Beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya Ã¢â¬Åini berapa bang? Yg warna itu? Ternyata dikasih 11 pro biasa kecil ga sadar. 2hari kmudian nanya ke salesnya Ã¢â¬Åkok kecil ku mau yg max brp? Ã¢â¬ÅYdh ambil silver 256gb.  Riyalife tamat.;beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop, trus iseng nanya ã¢â¬åini berapa bang? yg warna itu? ternyata dikasih 11 pro biasa kecil ga sadar. 2hari kmudian nanya ke salesnya ã¢â¬åkok kecil ku mau yg max brp? ã¢â¬åydh ambil silver 256gb.  riyalife tamat.;beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop trus iseng nanya ini berapa bang yg warna itu ternyata dikasih 11 pro biasa kecil ga sadar 2hari kmudian nanya ke salesnya kok kecil ku mau yg max brp ydh ambil silver 256gb riyalife tamat ;beli iphone 11 kemaren niat nya cuman mau beli mouse buat laptop lalu iseng tanya ini berapa bang yang warna itu ternyata dikasih 11 pro biasa kecil tidak sadar 2hari kmudian tanya ke salesnya kok kecil ku mau yang max berapa yasudah ambil silver 256gb riyalife tamat 
iPhone 11 yang warna ungu cakep kali:( blm move on Ã°Å¸Â¥Âº;general positif;iPhone 11 yang warna ungu cakep kali:( blm move on Ã°Å¸Â¥Âº;iphone 11 yang warna ungu cakep kali:( blm move on ã°å¸â¥âº;iphone 11 yang warna ungu cakep kali blm move on ;iphone 11 yang warna ungu bagus sekali belum move hidup 
Bateri 3687mAh ini dijangka akan dimuatkan di dalam iPhone 12 Pro Max. Meskipun kapasiti bateri iPhone tak pernah mencapai 4000mAh, ketahanan bateri iPhone sejak siri iPhone 11 tak boleh disangkal. Bahkan mampu bersaing dgn Huawei Mate 30 Pro yg mempunyai kapasiti bateri 4500mAh.  pic.twitter.com/fPTalZPXM6;baterai positif;Bateri 3687mAh ini dijangka akan dimuatkan di dalam iPhone 12 Pro Max. Meskipun kapasiti bateri iPhone tak pernah mencapai 4000mAh, ketahanan bateri iPhone sejak siri iPhone 11 tak boleh disangkal. Bahkan mampu bersaing dgn Huawei Mate 30 Pro yg mempunyai kapasiti bateri 4500mAh.   ;bateri 3687mah ini dijangka akan dimuatkan di dalam iphone 12 pro max. meskipun kapasiti bateri iphone tak pernah mencapai 4000mah, ketahanan bateri iphone sejak siri iphone 11 tak boleh disangkal. bahkan mampu bersaing dgn huawei mate 30 pro yg mempunyai kapasiti bateri 4500mah.   ;bateri 3687mah ini dijangka akan dimuatkan di dalam iphone 12 pro max meskipun kapasiti bateri iphone tak pernah mencapai 4000mah ketahanan bateri iphone sejak siri iphone 11 tak boleh disangkal bahkan mampu bersaing dgn huawei mate 30 pro yg mempunyai kapasiti bateri 4500mah ;baterai 3687mah ini dalam akan dimasukan di dalam iphone 12 pro max meskipun kapasitas baterai iphone tidak pernah mencapai 4000mah ketahanan baterai iphone sejak seri iphone 11 tidak boleh disangkal bahkan mampu bersaing dengan huawei mate 30 pro yang mempunyai kapasitas baterai 4500mah 
IPHONE 11 GUE GAK BOLEH DIPAKE MAIN RP ANJRIT.;general negatif;IPHONE 11 GUE GAK BOLEH DIPAKE MAIN RP ANJRIT.;iphone 11 gue gak boleh dipake main rp anjrit.;iphone 11 gue gak boleh dipake main rp anjrit ;iphone 11 gue tidak boleh digunakan main rp anjrit 
iPhone 11 aja chargernya masih 5 watt  https://twitter.com/oppo/status/1282494958709039104ÃÂ Ã¢â¬Â¦;baterai negatif;iPhone 11 aja chargernya masih 5 watt    Ã¢â¬Â¦;iphone 11 aja chargernya masih 5 watt    ã¢â¬â¦;iphone 11 aja chargernya masih 5 watt ;iphone 11 aja chargernya masih 5 watt 
"Sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak.
Jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸ËÂ";kamera positif;Sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak. Jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanÃ°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸ËÂ;sejak p10 sebenernya sdh gak kekejar sama iphone, tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak. jeleknya kalau skrg jalan2 jadi males bawa kamera beneran, karena kamera hpku sdh pada bisa diandalkanã°å¸â¤â£ã°å¸â¤â£ã°å¸â¤â£ã°å¸ëâ;sejak p10 sebenernya sdh gak kekejar sama iphone tp sejak iphone 11 pro sptnya apple sdh mulai mau ngejar sih secara kualitas foto kalau dicetak jeleknya kalau skrg jalan2 jadi males bawa kamera beneran karena kamera hpku sdh pada bisa diandalkan ;sejak p10 sebenarnya sudah tidak kekejar sama iphone tapi sejak iphone 11 pro sepertinya apple sudah mulai mau raih sih secara kualitas foto kalau dicetak jeleknya kalau sekarang jalan2 jadi malas bawa kamera beneran karena kamera hpku sudah pada bisa diandalkan 
Update iOS, Pengguna iPhone Keluhkan Bikin Baterai Jebol  http://dlvr.it/RbRXhDÃÂ  #LatestNews #OS #apple #iOS #iphone11;baterai negatif;Update iOS, Pengguna iPhone Keluhkan Bikin Baterai Jebol     #LatestNews #OS #apple #iOS #iphone11;update ios, pengguna iphone keluhkan bikin baterai jebol     #latestnews #os #apple #ios #iphone11;update ios pengguna iphone keluhkan bikin baterai jebol latestnews os apple ios iphone11;perbarui ios pengguna iphone keluhkan membuat baterai turun latestnews os apple ios iphone11
