Tweet;label;Tweet_Parsed_1;Tweet_Parsed_2;Tweet_Parsed_3;Tweet_Parsed_4;Tweet_Parsed_5
Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;harga positif;Dan kenapa harganya skrg mahal? Krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. Gitu lho. Jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox Ã°Å¸Ëâ¹;dan kenapa harganya skrg mahal? krn dollar naik jd untuk iphone 11 series harganya juga ikut naik. gitu lho. jgn blg mahal bgt taun kmrn seginisegini, gue februari beli jg cuma 12 jt yg 128gb di ibox ã°å¸ëâ¹;dan kenapa harganya skrg mahal krn dollar naik jd untuk iphone 11 series harganya juga ikut naik gitu lho jgn blg mahal bgt taun kmrn seginisegini gue februari beli jg cuma 12 jt yg 128gb di ibox ;dan kenapa harganya sekarang mahal karena dollar naik jadi untuk  series harganya juga ikut naik begitu lho jgn bicara mahal sekali taun kmrn seginisegini gue februari beli juga cuma jt  gb di ibox ;dan kenapa harga sekarang mahal karena dollar naik jadi untuk  series harga juga ikut naik begitu lho jgn bicara mahal sekali taun kmrn seginisegini gue februari beli juga cuma jt  gb di ibox 
"Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik

iPhone XS
Kelebihan :
1. OLED

iPhone 11
Kelebihan :
1. A13 Bionic
2. Ultra Wide lens
3. Night mode, Deep Fusion
4. Bateri tahan lebih lama  https://twitter.com/XavierNaxa/status/1270713421353242627ÃÂ Ã¢â¬Â¦";baterai positif;Bagi saya, jelas iPhone 11 ialah pilihan yg lebih baik  iPhone XS Kelebihan : 1. OLED  iPhone 11 Kelebihan : 1. A13 Bionic 2. Ultra Wide lens 3. Night mode, Deep Fusion 4. Bateri tahan lebih lama    Ã¢â¬Â¦;bagi saya, jelas iphone 11 ialah pilihan yg lebih baik  iphone xs kelebihan : 1. oled  iphone 11 kelebihan : 1. a13 bionic 2. ultra wide lens 3. night mode, deep fusion 4. bateri tahan lebih lama    ã¢â¬â¦;bagi saya jelas iphone 11 ialah pilihan yg lebih baik iphone xs kelebihan 1 oled iphone 11 kelebihan 1 a13 bionic 2 ultra wide lens 3 night mode deep fusion 4 bateri tahan lebih lama ;bagi saya jelas  adalah pilihan  lebih baik   kelebihan oled  kelebihan a bionic ultra wide lens night mode deep fusion baterai tahan lebih lama ;bagi saya jelas  adalah pilih  lebih baik   lebih oled  lebih a bionic ultra wide lens night mode deep fusion baterai tahan lebih lama 
A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;harga negatif;A. iphone 11 kalau dijual bisa belanja di shopee  lagi #ShopeeID #ShopeeDariRumah;a. iphone 11 kalau dijual bisa belanja di shopee  lagi #shopeeid #shopeedarirumah;a iphone 11 kalau dijual bisa belanja di shopee lagi shopeeid shopeedarirumah;a  kalau dijual bisa belanja di  lagi  ;a  kalau jual bisa belanja di  lagi  
Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;baterai positif,spesifikasi positif;Kalo sender lebih mentingin ketajaman layar mending Xs Max, tapi kalo buat keseluruhan ya iPhone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;kalo sender lebih mentingin ketajaman layar mending xs max, tapi kalo buat keseluruhan ya iphone 11 atuh, ultra wide angle nya cakep banget, chipsetnya juga terbaru.;kalo sender lebih mentingin ketajaman layar mending xs max tapi kalo buat keseluruhan ya iphone 11 atuh ultra wide angle nya cakep banget chipsetnya juga terbaru ;kalau  lebih lebih penting ketajaman layar lebih baik   tapi kalau buat keseluruhan    ultra wide angle  bagus sekali chipset juga terbaru ;kalau  lebih lebih penting tajam layar lebih baik   tapi kalau buat seluruh    ultra wide angle  bagus sekali chipset juga baru 
Tiba tiba rasa tak menyesal beli iphone 11  https://twitter.com/myappledotmy/status/1278259691236159491ÃÂ Ã¢â¬Â¦;general positif;Tiba tiba rasa tak menyesal beli iphone 11    Ã¢â¬Â¦;tiba tiba rasa tak menyesal beli iphone 11    ã¢â¬â¦;tiba tiba rasa tak menyesal beli iphone 11 ;tiba tiba rasa tidak menyesal beli  ;tiba tiba rasa tidak sesal beli  
iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;general positif;iphone 11 yg purple gemay bgt ga si hmÃ°Å¸Â¥Âº;iphone 11 yg purple gemay bgt ga si hmã°å¸â¥âº;iphone 11 yg purple gemay bgt ga si hm ;  ungu bagus sekali tidak  hm ;  ungu bagus sekali tidak  hm 
Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;kamera negatif;Sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;sebenernya aneh kamera iphone 11 kaya android ih smooth gt:(;sebenernya aneh kamera iphone 11 kaya android ih smooth gt ;sebenarnya aneh kamera  kaya android ih halus begitu ;benar aneh kamera  kaya android ih halus begitu 
Iphone 11 kameranya kenapa aneh banget si;kamera positif;Iphone 11 kameranya kenapa aneh banget si;iphone 11 kameranya kenapa aneh banget si;iphone 11 kameranya kenapa aneh banget si; kameranya kenapa aneh sekali ; kamera kenapa aneh sekali 
Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;baterai negatif,spesifikasi positif;Berdasarkan laporan ini, saya boleh buat konklusi bahawa Apple menurunkan kapasiti mAh disebabkan mereka percaya cip A14 Bionic mampu memberikan jangka hayat yang sama seperti iPhone 11.;berdasarkan laporan ini, saya boleh buat konklusi bahawa apple menurunkan kapasiti mah disebabkan mereka percaya cip a14 bionic mampu memberikan jangka hayat yang sama seperti iphone 11.;berdasarkan laporan ini saya boleh buat konklusi bahawa apple menurunkan kapasiti mah disebabkan mereka percaya cip a14 bionic mampu memberikan jangka hayat yang sama seperti iphone 11 ;berdasarkan laporan ini saya boleh buat kesimpulan bahawa  menurunkan kapasitas mah disebabkan mereka percaya chipset a bionic mampu memberikan jangka tahan  sama seperti  ;dasar lapor ini saya boleh buat simpul bahawa  turun kapasitas mah sebab mereka percaya chipset a bionic mampu beri jangka tahan  sama seperti  
Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;kamera positif;Iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;iphone 11 nder , gua xr aja hasil nya udh gila bagus bgt, ambil yg 256gb, kalo andro kurang tau, kadang suka ada efek berlebih difotonya, dan di xr keatas ini efek bokeh bisa disetting diagramanya, jadi bisa seblur apa fotonya, ini berlaku buat kamera depan sm belakang;iphone 11 nder gua xr aja hasil nya udh gila bagus bgt ambil yg 256gb kalo andro kurang tau kadang suka ada efek berlebih difotonya dan di xr keatas ini efek bokeh bisa disetting diagramanya jadi bisa seblur apa fotonya ini berlaku buat kamera depan sm belakang;  aku xr  hasil  udah sekali bagus sekali ambil  gb kalau android kurang tau kadang suka ada efek berlebih difotonya dan di xr keatas ini efek bokeh bisa disetting diagramanya jadi bisa seblur apa fotonya ini berlaku buat kamera depan dengan belakang;  aku xr  hasil  udah sekali bagus sekali ambil  gb kalau android kurang tau kadang suka ada efek lebih foto dan di xr atas ini efek bokeh bisa disetting diagramanya jadi bisa seblur apa foto ini laku buat kamera depan dengan belakang
Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº;general positif;Lol.. Naksirrrrr banget sama ungu pastel nya iphone 11 Ã°Å¸Â¥Âº;lol.. naksirrrrr banget sama ungu pastel nya iphone 11 ã°å¸â¥âº;lol naksirrrrr banget sama ungu pastel nya iphone 11 ; menyukai sekali sama ungu pastel   ; suka sekali sama ungu pastel   
hp iphone 11 tapi fotonya low quality semua..  pic.twitter.com/eW67jekiAR;kamera negatif;hp iphone 11 tapi fotonya low quality semua..   ;hp iphone 11 tapi fotonya low quality semua..   ;hp iphone 11 tapi fotonya low quality semua ;  tapi fotonya low kualitas semua ;  tapi foto low kualitas semua 
Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kamera positif;Kalo kamera bagusan xs max dripda iphone 11. Mending kalo mau 11, langsung 11 promax aja.;kalo kamera bagusan xs max dripda iphone 11. mending kalo mau 11, langsung 11 promax aja.;kalo kamera bagusan xs max dripda iphone 11 mending kalo mau 11 langsung 11 promax aja ;kalau kamera bagusan   dripda  lebih baik kalau mau langsung   ;kalau kamera bagus   dripda  lebih baik kalau mau langsung   
Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;harga positif;Iphone 11  pro paling murah 18jt . Bagi 5 hari so 3,6 jt . No rek nnti aku trf segitu selama 5 hari;iphone 11  pro paling murah 18jt . bagi 5 hari so 3,6 jt . no rek nnti aku trf segitu selama 5 hari;iphone 11 pro paling murah 18jt bagi 5 hari so 3 6 jt no rek nnti aku trf segitu selama 5 hari;  paling murah jt bagi hari so jt no rek nnti aku trf segitu selama hari;  paling murah jt bagi hari so jt no rek nnti aku trf segitu lama hari
Kamera iphone 11 ngewiii sekali.  pic.twitter.com/4E402uaSxb;kamera positif;Kamera iphone 11 ngewiii sekali.   ;kamera iphone 11 ngewiii sekali.   ;kamera iphone 11 ngewiii sekali ;kamera  ngewiii sekali ;kamera  ngewiii sekali 
iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;baterai positif;iPhone 11 sumpah bateri tahan macam android yg bateri 4k mAh. Tak tipu, aku pakai 11 ni sehari charge sekali je. Kalau time tak pakai on low power mode lagi lama bateri tahan.;iphone 11 sumpah bateri tahan macam android yg bateri 4k mah. tak tipu, aku pakai 11 ni sehari charge sekali je. kalau time tak pakai on low power mode lagi lama bateri tahan.;iphone 11 sumpah bateri tahan macam android yg bateri 4k mah tak tipu aku pakai 11 ni sehari charge sekali je kalau time tak pakai on low power mode lagi lama bateri tahan ;  baterai tahan seperti android  baterai k mah tidak bohong aku pakai ini sehari charge sekali je kalau time tidak pakai hidup low power mode lagi lama baterai tahan ;  baterai tahan seperti android  baterai k mah tidak bohong aku pakai ini hari charge sekali je kalau time tidak pakai hidup low power mode lagi lama baterai tahan 
iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :);harga negatif;iPhone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :);iphone barunya doang mahal. secondnya murah. coba cek deh. 6+ aja ada yg 2jt. ya klo mau yang iphone 11 emang masih tinggi :);iphone barunya doang mahal secondnya murah coba cek deh 6 aja ada yg 2jt ya klo mau yang iphone 11 emang masih tinggi ; barunya  mahal secondnya murah coba cek deh  ada  jt  kalau mau   memang masih tinggi ; baru  mahal secondnya murah coba cek deh  ada  jt  kalau mau   memang masih tinggi 
Iphone 11 is better ! Battery pun tahan 2 hari au;baterai positif;Iphone 11 is better ! Battery pun tahan 2 hari au;iphone 11 is better ! battery pun tahan 2 hari au;iphone 11 is better battery pun tahan 2 hari au; is lebih baik baterai  tahan hari au; is lebih baik baterai  tahan hari au
Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel  pic.twitter.com/r3berIG4iO;general negatif;Sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel   ;sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel   ;sumpah bt bgt iphone 11 tuh ngecharge lama bgt gue kl mgecharge full bs 3 jam an dan baru ngesearch di google emg gt hrs beli fast chargingnya lg yg pro dan promax udh dpt charger fast charging hhh kesel ; bt sekali  tuh charge lama sekali gue kalau mgecharge full bs jam an dan baru ngesearch di google emg begitu hrs beli cepat chargingnya lg   dan  udah dpt charger cepat charger hhh kesel ; bt sekali  tuh charge lama sekali gue kalau mgecharge full bs jam an dan baru ngesearch di google emg begitu hrs beli cepat chargingnya lg   dan  udah dpt charger cepat charger hhh kesel 
hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;kamera positif;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar menggunakan kamera mode wide angle sangat cantik dan natural;hasil gambar guna kamera mode wide angle sangat cantik dan natural
harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga negatif;harga Iphone X terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga iphone x terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga iphone x terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga   terhitung agak tinggi namun tidak akan kecewa setelah membelinya;harga   hitung agak tinggi namun tidak akan kecewa telah bel
sistem operasinya sangat lancar anti lemot;spesifikasi positif;sistem operasinya sangat lancar anti lemot;sistem operasinya sangat lancar anti lemot;sistem operasinya sangat lancar anti lemot;sistem operasinya sangat lancar anti lemot;sistem operasi sangat lancar anti lot
desainnya emang paling unik dan simpel;general positif;desainnya emang paling unik dan simpel;desainnya emang paling unik dan simpel;desainnya emang paling unik dan simpel;desainnya memang paling unik dan simpel;desain memang paling unik dan simpel
sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;general negatif;sayangnya produk Iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk iphone ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case hp;sayangnya produk  ini sangat rentan terjadi lecet sehingga pengguna harus menggunakan case ;sayang produk  ini sangat rentan jadi lecet sehingga guna harus guna case 
pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;general positif;pilihan case Iphone X dan Iphone 11 sangat beragam dan mudah ditemukan;pilihan case iphone x dan iphone 11 sangat beragam dan mudah ditemukan;pilihan case iphone x dan iphone 11 sangat beragam dan mudah ditemukan;pilihan case   dan  sangat beragam dan mudah ditemukan;pilih case   dan  sangat agam dan mudah temu
selalu suka dan nyaman banget menggunakan Iphone;general positif;selalu suka dan nyaman banget menggunakan Iphone;selalu suka dan nyaman banget menggunakan iphone;selalu suka dan nyaman banget menggunakan iphone;selalu suka dan nyaman sekali menggunakan ;selalu suka dan nyaman sekali guna 
kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kamera positif;kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar yang jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar  jernih membuat para pengguna tidak pernah kecewa membelinya;kualitas gambar  jernih buat para guna tidak pernah kecewa bel
iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;general positif;iphone X memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;iphone x memiliki ukuran layar 5,8 inchi yang membuat pengguna tidak bosan melihatnya;iphone x memiliki ukuran layar 5 8 inchi yang membuat pengguna tidak bosan melihatnya;  memiliki ukuran layar inchi  membuat pengguna tidak bosan melihatnya;  milik ukur layar inchi  buat guna tidak bosan lihat
ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;kamera positif, harga positif;ukuran kamera depan 7MP dan kamera belakang 12 MP sangat cocok dengan harga yang ditetapkan;ukuran kamera depan 7mp dan kamera belakang 12 mp sangat cocok dengan harga yang ditetapkan;ukuran kamera depan 7mp dan kamera belakang 12 mp sangat cocok dengan harga yang ditetapkan;ukuran kamera depan mp dan kamera belakang mp sangat cocok dengan harga  ditetapkan;ukur kamera depan mp dan kamera belakang mp sangat cocok dengan harga  tetap
